Date(UTC),Profit(%)
2022-10-21 21:00:00,78.18633749892616
2022-10-22 21:00:00,78.18633749978154
2022-10-23 21:00:00,81.33224395731851
2022-10-24 21:00:00,68.59443478078164
2022-10-25 21:00:00,103.97759665776398
2022-10-26 21:00:00,141.15222003820716
2022-10-27 21:00:00,132.34643991698246
2022-10-28 21:00:00,125.54777566933342
2022-10-29 21:00:00,132.4351374271842
2022-10-30 21:00:00,131.49536158588018
2022-10-31 21:00:00,130.8529294299133
2022-11-01 21:00:00,130.65011544052888
2022-11-02 21:00:00,132.9743278064329
2022-11-03 21:00:00,125.22528259255412
2022-11-04 21:00:00,123.25362409390159
2022-11-05 21:00:00,131.84456425658252
2022-11-06 20:00:00,123.43300945003715
2022-11-07 20:00:00,120.491916968419
2022-11-08 20:00:00,170.1276341405607
2022-11-09 20:00:00,199.295993099114
2022-11-10 20:00:00,199.47406458180433
2022-11-11 20:00:00,199.40813000578112
2022-11-12 20:00:00,199.3720344349655
2022-11-13 20:00:00,199.34075160692535
2022-11-14 20:00:00,199.42237593634667
2022-11-15 20:00:00,199.38971338472737
2022-11-16 20:00:00,199.90745027493548
2022-11-17 20:00:00,200.8104078657332
2022-11-18 20:00:00,200.08288397946723
2022-11-19 20:00:00,200.05892079546422
2022-11-20 20:00:00,199.7078479823153
2022-11-21 20:00:00,216.5927670824578
2022-11-22 20:00:00,216.98381685448084
2022-11-23 20:00:00,220.68259090856137
2022-11-24 20:00:00,219.3504777754203
2022-11-25 20:00:00,218.15233096972153
2022-11-26 20:00:00,218.26728407859989
2022-11-27 20:00:00,218.2271589368216
2022-11-28 20:00:00,213.65047953637776
2022-11-29 20:00:00,212.13270076828826
2022-11-30 20:00:00,238.16464937216716
2022-12-01 20:00:00,226.45835441840993
2022-12-02 20:00:00,226.45995522738338
2022-12-03 20:00:00,226.4555893847285
2022-12-04 20:00:00,226.45762677796745
2022-12-05 20:00:00,209.14105387975593
2022-12-06 20:00:00,208.09182882214802
2022-12-07 20:00:00,204.08093403533135
2022-12-08 20:00:00,196.6837260762281
2022-12-09 20:00:00,189.38244726435835
2022-12-10 20:00:00,189.3824472888482
2022-12-11 20:00:00,189.3824472456993
2022-12-12 20:00:00,161.0653074235155
2022-12-13 20:00:00,208.24832218818693
2022-12-14 20:00:00,188.49041571274955
2022-12-15 20:00:00,186.46870364893638
2022-12-16 20:00:00,257.25658916442234
2022-12-17 20:00:00,251.0964300956677
2022-12-18 20:00:00,251.10774134507258
2022-12-19 20:00:00,250.75835165018327
2022-12-20 20:00:00,252.73762263671
2022-12-21 20:00:00,250.9354347207463
2022-12-22 20:00:00,248.0442661269029
2022-12-23 20:00:00,248.27025817641655
2022-12-24 20:00:00,248.2189006982092
2022-12-25 20:00:00,248.17396290477777
2022-12-26 20:00:00,248.20927117104534
2022-12-27 20:00:00,248.28630738835642
2022-12-28 20:00:00,248.21890069820927
2022-12-29 20:00:00,248.27346801880458
2022-12-30 20:00:00,248.2574188068648
2022-12-31 20:00:00,248.2734680188046
2023-01-01 20:00:00,248.2156908558213
2023-01-02 20:00:00,248.24136959492495
2023-01-03 20:00:00,248.27025817641663
2023-01-04 20:00:00,242.4807928378881
2023-01-05 20:00:00,238.7622364537935
2023-01-06 20:00:00,223.64231865530667
2023-01-07 20:00:00,223.6663038632607
2023-01-08 20:00:00,230.88017202185478
2023-01-09 20:00:00,268.6183742152483
2023-01-10 20:00:00,267.70278479059004
2023-01-11 20:00:00,292.01519474314574
2023-01-12 20:00:00,317.29464857720313
2023-01-13 20:00:00,317.37948502023164
2023-01-14 20:00:00,317.6123398629754
2023-01-15 20:00:00,317.53170509181575
2023-01-16 20:00:00,317.4456946692459
2023-01-17 20:00:00,317.4564459720672
2023-01-18 20:00:00,317.0355628768623
2023-01-19 20:00:00,317.29660505502204
2023-01-20 20:00:00,317.6435598487793
2023-01-21 20:00:00,317.4452999666328
2023-01-22 20:00:00,317.1821688245788
2023-01-23 20:00:00,316.22241056239915
2023-01-24 20:00:00,307.13397835581173
2023-01-25 20:00:00,297.1391437996334
2023-01-26 20:00:00,294.79906536167874
2023-01-27 20:00:00,294.27196139963553
2023-01-28 20:00:00,297.1450684608126
2023-01-29 20:00:00,297.5711142688229
2023-01-30 20:00:00,290.22819048834975
2023-01-31 20:00:00,270.1331220390124
2023-02-01 20:00:00,270.3187203082452
2023-02-02 20:00:00,233.70400910235355
2023-02-03 20:00:00,234.0069691129677
2023-02-04 20:00:00,233.94155729249414
2023-02-05 20:00:00,233.85762546648675
2023-02-06 20:00:00,233.75055636308502
2023-02-07 20:00:00,223.96875683477893
2023-02-08 20:00:00,223.8186680944754
2023-02-09 20:00:00,275.37065455495
2023-02-10 20:00:00,272.8050032173375
2023-02-11 20:00:00,272.9335334059243
2023-02-12 20:00:00,272.99221023114865
2023-02-13 20:00:00,272.4808836113364
2023-02-14 20:00:00,272.53397216749187
2023-02-15 20:00:00,273.12912282333974
2023-02-16 20:00:00,272.7630911993208
2023-02-17 20:00:00,273.0033867692876
2023-02-18 20:00:00,273.1039756125294
2023-02-19 20:00:00,272.96147475127003
2023-02-20 20:00:00,273.07324013264997
2023-02-21 20:00:00,272.96147475127015
2023-02-22 20:00:00,272.98941609661495
2023-02-23 20:00:00,272.8720624461661
2023-02-24 20:00:00,272.7044143740963
2023-02-25 20:00:00,272.71000264316524
2023-02-26 20:00:00,272.88323898430394
2023-02-27 20:00:00,272.7714736029241
2023-02-28 20:00:00,272.68206129782027
2023-03-01 20:00:00,272.71279677769985
2023-03-02 20:00:00,272.63456101073393
2023-03-03 20:00:00,271.74695079667373
2023-03-04 20:00:00,269.33089300950127
2023-03-05 20:00:00,269.31097019542483
2023-03-06 20:00:00,269.2885570295887
2023-03-07 20:00:00,266.003412773786
2023-03-08 20:00:00,268.89303237755075
2023-03-09 20:00:00,382.5424563219002
2023-03-10 20:00:00,416.5909425118171
2023-03-11 20:00:00,416.56420483812167
2023-03-12 21:00:00,462.9347107073116
2023-03-13 21:00:00,541.5560583001408
2023-03-14 21:00:00,568.5918541085038
2023-03-15 21:00:00,568.5742779095768
2023-03-16 21:00:00,568.7588279983086
2023-03-17 21:00:00,568.8355241390811
2023-03-18 21:00:00,568.772356719074
2023-03-19 21:00:00,568.8193138153849
2023-03-20 21:00:00,568.7826277838502
2023-03-21 21:00:00,568.7993441041211
2023-03-22 21:00:00,568.688180574321
2023-03-23 21:00:00,558.7359718023758
2023-03-24 21:00:00,529.3699608600976
2023-03-25 21:00:00,529.3726560200889
2023-03-26 21:00:00,529.4283559932389
2023-03-27 21:00:00,521.6934207540354
2023-03-28 21:00:00,526.6132789601213
2023-03-29 21:00:00,526.6169898065713
2023-03-30 21:00:00,526.6362862081085
2023-03-31 21:00:00,526.6407392238481
2023-04-01 21:00:00,526.62515366876
2023-04-02 21:00:00,526.6169898065712
2023-04-03 21:00:00,526.579881342076
2023-04-04 21:00:00,522.3859081676984
2023-04-05 21:00:00,539.3705838042522
2023-04-06 21:00:00,524.1662772283183
2023-04-07 21:00:00,524.0931496692729
2023-04-08 21:00:00,524.0995086340671
2023-04-09 21:00:00,518.1056552610177
2023-04-10 21:00:00,615.386252269316
2023-04-11 21:00:00,670.1890701099617
2023-04-12 21:00:00,650.4808632877206
2023-04-13 21:00:00,699.3676923131078
2023-04-14 21:00:00,784.6181013726142
2023-04-15 21:00:00,784.727166262036
2023-04-16 21:00:00,785.097479607515
2023-04-17 21:00:00,791.3392026283109
2023-04-18 21:00:00,771.3535789077994
2023-04-19 21:00:00,760.339397366265
2023-04-20 21:00:00,754.0141144823824
2023-04-21 21:00:00,754.0670062187024
2023-04-22 21:00:00,754.2417092265487
2023-04-23 21:00:00,754.2160647483327
2023-04-24 21:00:00,754.2256814276635
2023-04-25 21:00:00,766.7269316154778
2023-04-26 21:00:00,743.132397935307
2023-04-27 21:00:00,743.1353606406797
2023-04-28 21:00:00,743.0682059855832
2023-04-29 21:00:00,743.0464794795225
2023-04-30 21:00:00,743.2005401588617
2023-05-01 21:00:00,743.1106714292468
2023-05-02 21:00:00,743.041541637236
2023-05-03 21:00:00,743.0859822178147
2023-05-04 21:00:00,743.0662308486686
2023-05-05 21:00:00,850.3751813415214
2023-05-06 21:00:00,801.8413782190521
2023-05-07 21:00:00,801.8378158721317
2023-05-08 21:00:00,807.4050712416547
2023-05-09 21:00:00,807.401231316964
2023-05-10 21:00:00,733.1404709778042
2023-05-11 21:00:00,739.0315095453037
2023-05-12 21:00:00,751.321614647325
2023-05-13 21:00:00,751.3216146502805
2023-05-14 21:00:00,751.3216146520266
2023-05-15 21:00:00,745.3620997641247
2023-05-16 21:00:00,741.7607023690616
2023-05-17 21:00:00,740.6963661200601
2023-05-18 21:00:00,681.9033692536447
2023-05-19 21:00:00,679.8196399706015
2023-05-20 21:00:00,679.8286401268228
2023-05-21 21:00:00,679.8071397536274
2023-05-22 21:00:00,679.8206399879593
2023-05-23 21:00:00,669.3346980369969
2023-05-24 21:00:00,636.5046551161637
2023-05-25 21:00:00,633.7197395998854
2023-05-26 21:00:00,633.7389198658759
2023-05-27 21:00:00,633.7430894889172
2023-05-28 21:00:00,685.9654933880418
2023-05-29 21:00:00,633.850636571791
2023-05-30 21:00:00,633.8506155011438
2023-05-31 21:00:00,610.6245242462891
2023-06-01 21:00:00,640.3435245889517
2023-06-02 21:00:00,647.5435100379245
2023-06-03 21:00:00,638.406893830964
2023-06-04 21:00:00,637.5311469360252
2023-06-05 21:00:00,752.5932188282969
2023-06-06 21:00:00,744.0843480603431
2023-06-07 21:00:00,743.560920836245
2023-06-08 21:00:00,743.6230628811151
2023-06-09 21:00:00,743.5919918586801
2023-06-10 21:00:00,743.0709547132313
2023-06-11 21:00:00,742.9896920391703
2023-06-12 21:00:00,742.8916988145677
2023-06-13 21:00:00,743.1976288816204
2023-06-14 21:00:00,740.4061933210572
2023-06-15 21:00:00,713.6565509772479
2023-06-16 21:00:00,775.4102105659083
2023-06-17 21:00:00,785.5441507744426
2023-06-18 21:00:00,785.5379018927692
2023-06-19 21:00:00,785.5207174681678
2023-06-20 21:00:00,928.1873332934058
2023-06-21 21:00:00,1071.448482635345
2023-06-22 21:00:00,1071.3740061998801
2023-06-23 21:00:00,1071.4071068378648
2023-06-24 21:00:00,1071.3335498645663
2023-06-25 21:00:00,1071.3565364187218
2023-06-26 21:00:00,1071.3307914780673
2023-06-27 21:00:00,1071.3436639483946
2023-06-28 21:00:00,1071.280221058924
2023-06-29 21:00:00,1071.3041270752465
2023-06-30 21:00:00,1044.0955520664436
2023-07-01 21:00:00,1044.2438894073327
2023-07-02 21:00:00,1044.217830144744
2023-07-03 21:00:00,1037.6707038778889
2023-07-04 21:00:00,1031.4119178993487
2023-07-05 21:00:00,1031.3506222249955
2023-07-06 21:00:00,979.0010748833664
2023-07-07 21:00:00,979.0343641850926
2023-07-08 21:00:00,979.0402387677502
2023-07-09 21:00:00,979.0186986313394
2023-07-10 21:00:00,927.0218555257147
2023-07-11 21:00:00,945.6713212176785
2023-07-12 21:00:00,937.8721992971915
2023-07-13 21:00:00,942.1823937569453
2023-07-14 21:00:00,927.4872801938319
2023-07-15 21:00:00,926.8184349958208
2023-07-16 21:00:00,926.8184344112897
2023-07-17 21:00:00,913.7547639595283
2023-07-18 21:00:00,913.6764278368244
2023-07-19 21:00:00,913.6887966983039
2023-07-20 21:00:00,913.7279647596557
2023-07-21 21:00:00,913.7485795287881
2023-07-22 21:00:00,913.6929196521304
2023-07-23 21:00:00,913.7197188520026
2023-07-24 21:00:00,991.9617247850409
2023-07-25 21:00:00,990.3078329376793
2023-07-26 21:00:00,990.3078330335
2023-07-27 21:00:00,990.3078331692458
2023-07-28 21:00:00,990.3078332650663
2023-07-29 21:00:00,990.3078333129768
2023-07-30 21:00:00,990.3078333209619
2023-07-31 21:00:00,940.6641660122299
2023-08-01 21:00:00,860.2854858704834
2023-08-02 21:00:00,740.7587965707153
2023-08-03 21:00:00,737.6476152538728
2023-08-04 21:00:00,737.6603270226996
2023-08-05 21:00:00,737.6942250729046
2023-08-06 21:00:00,737.6899878166288
2023-08-07 21:00:00,686.9988965847671
2023-08-08 21:00:00,653.2222372544231
2023-08-09 21:00:00,664.797179029203
2023-08-10 21:00:00,664.7971078244781
2023-08-11 21:00:00,664.7741622919826
2023-08-12 21:00:00,664.7864133384794
2023-08-13 21:00:00,664.7839631291802
2023-08-14 21:00:00,664.7913137570783
2023-08-15 21:00:00,656.6306512168453
2023-08-16 21:00:00,666.4349088651594
2023-08-17 21:00:00,797.5250325047866
2023-08-18 21:00:00,796.0195177780116
2023-08-19 21:00:00,806.6086444507054
2023-08-20 21:00:00,806.600087434906
2023-08-21 21:00:00,806.423242441713
2023-08-22 21:00:00,806.4375041347122
2023-08-23 21:00:00,806.6029397735059
2023-08-24 21:00:00,806.6685435613032
2023-08-25 21:00:00,806.6542818683033
2023-08-26 21:00:00,806.5943827577056
2023-08-27 21:00:00,806.6514295297033
2023-08-28 21:00:00,806.662838884103
2023-08-29 21:00:00,836.1794350558059
2023-08-30 21:00:00,836.099520678434
2023-08-31 21:00:00,835.916490975421
2023-09-01 21:00:00,835.8391544811905
2023-09-02 21:00:00,835.8571996631775
2023-09-03 21:00:00,835.8571996631778
2023-09-04 21:00:00,835.880400611447
2023-09-05 21:00:00,835.8623554294601
2023-09-06 21:00:00,835.8778227283059
2023-09-07 21:00:00,856.2070939628272
2023-09-08 21:00:00,776.510339065257
2023-09-09 21:00:00,777.2758152446303
2023-09-10 21:00:00,777.2675787941643
2023-09-11 21:00:00,825.2556614137939
2023-09-12 21:00:00,682.4003724612937
2023-09-13 21:00:00,687.5080513089199
2023-09-14 21:00:00,687.5080512977456
2023-09-15 21:00:00,687.6939507224547
2023-09-16 21:00:00,687.7722241644375
2023-09-17 21:00:00,687.9189868681556
2023-09-18 21:00:00,687.8798501471642
2023-09-19 21:00:00,687.9972603101389
2023-09-20 21:00:00,687.713519082951
2023-09-21 21:00:00,664.908386847807
2023-09-22 21:00:00,641.9878269987312
2023-09-23 21:00:00,641.9341512712778
2023-09-24 21:00:00,641.773124088917
2023-09-25 21:00:00,632.9748779969989
2023-09-26 21:00:00,633.1516000826682
2023-09-27 21:00:00,548.6180212176895
2023-09-28 21:00:00,561.883439218633
2023-09-29 21:00:00,536.8086230460898
2023-09-30 21:00:00,536.7901105854945
2023-10-01 21:00:00,592.1943996416456
2023-10-02 21:00:00,534.2315539938543
2023-10-03 21:00:00,534.2222755435284
2023-10-04 21:00:00,534.2214320480446
2023-10-05 21:00:00,534.1986576699719
2023-10-06 21:00:00,534.2214320480448
2023-10-07 21:00:00,534.2113101022351
2023-10-08 21:00:00,534.2037186428776
2023-10-09 21:00:00,534.1581698867323
2023-10-10 21:00:00,534.1809442648045
2023-10-11 21:00:00,539.191195117381
2023-10-12 21:00:00,537.6207654516783
2023-10-13 21:00:00,537.6224819248105
2023-10-14 21:00:00,537.6231685140633
2023-10-15 21:00:00,537.6288328753992
2023-10-16 21:00:00,713.9526648547458
2023-10-17 21:00:00,713.9526644976426
2023-10-18 21:00:00,713.952664378608
2023-10-19 21:00:00,713.9526644760002
2023-10-20 21:00:00,713.9526645733929
2023-10-21 21:00:00,713.9526648006404
2023-10-22 21:00:00,713.9526651902075
2023-10-23 21:00:00,714.1198966734648
2023-10-24 21:00:00,714.0646940657863
2023-10-25 21:00:00,714.0143622764318
2023-10-26 21:00:00,714.0322219436218
2023-10-27 21:00:00,714.048458004704
2023-10-28 21:00:00,714.0728120963277
2023-10-29 21:00:00,714.0955425818433
2023-10-30 21:00:00,714.1101550368171
2023-10-31 21:00:00,714.0825537329777
2023-11-01 21:00:00,685.4919790547305
2023-11-02 21:00:00,667.1922989695444
2023-11-03 21:00:00,667.1805168309197
2023-11-04 21:00:00,667.2313273037379
2023-11-05 20:00:00,667.2814013928917
2023-11-06 20:00:00,667.3631399795987
2023-11-07 20:00:00,667.2976018335008
2023-11-08 20:00:00,660.5943646211258
2023-11-09 20:00:00,761.2386598875885
2023-11-10 20:00:00,761.2290020092747
2023-11-11 20:00:00,761.2370502412032
2023-11-12 20:00:00,761.1710547393876
2023-11-13 20:00:00,760.9298392180452
2023-11-14 20:00:00,760.9721880001155
2023-11-15 20:00:00,761.3745014297951
2023-11-16 20:00:00,760.9863042608067
2023-11-17 20:00:00,761.0639436946046
2023-11-18 20:00:00,761.0604146294321
2023-11-19 20:00:00,761.1204087373674
2023-11-20 20:00:00,761.3533270387592
2023-11-21 20:00:00,760.3793050511188
2023-11-22 20:00:00,760.7569150245894
2023-11-23 20:00:00,760.6722174604467
2023-11-24 20:00:00,705.3018138202784
2023-11-25 20:00:00,704.1973077657618
2023-11-26 20:00:00,704.1492006118959
2023-11-27 20:00:00,704.0690220221201
2023-11-28 20:00:00,696.3241386960709
2023-11-29 20:00:00,687.3433253544972
2023-11-30 20:00:00,687.3469708326372
2023-12-01 20:00:00,680.9549443100226
